# Converted from libieeep1788/test/p1788/flavor/infsup/setbased/test_mpfr_bin_ieee754_flavor_io.cpp
* intervalToText
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[]_trv
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]
[-inf                    ,+inf                    ]_trv
[-inf                    ,+inf                    ]_dac
[-inf                    ,+inf                    ]_trv
[-inf                    ,+inf                    ]_def
[-inf                    ,+inf                    ]_dac
[-inf                    ,+inf                    ]_trv
[-inf                    ,+inf                    ]_def
[-inf                    ,+inf                    ]_trv
[-inf                    ,+inf                    ]_def
[-inf                    ,+inf                    ]_dac
[-inf                    ,+inf                    ]_trv
[-inf                    ,+inf                    ]_dac
[-inf                    ,+inf                    ]_trv
[-inf                    ,+inf                    ]_def
[-inf                    ,+inf                    ]_dac
[-inf                    ,+inf                    ]_trv
[-inf                    ,+inf                    ]_def
[-inf                    ,+inf                    ]_trv
[-inf                    ,+inf                    ]_dac
[-inf                    ,+inf                    ]_trv
[-inf                    ,+inf                    ]_def
[-inf                    ,+inf                    ]_dac
[-inf                    ,+inf                    ]_trv
[-inf                    ,+inf                    ]_def
[-inf                    ,+inf                    ]_dac
[-inf                    ,+inf                    ]_trv
[]_ill
[]_ill
[]_ill
[]_ill
[]_ill
[]_ill
[]_ill
[]_ill
[]_ill
[]_ill
[]_ill
[]_ill
[]_ill
[+0x1.999999999999ap-4   ,+0x1.999999999999ap-4   ]
[-0x1.999999999999ap-4   ,+0x1.999999999999ap-4   ]
[-0x1.999999999999ap-4   ,+0x1.999999999999ap-4   ]
[-0x1.999999999999ap-4   ,+0x1.999999999999ap-4   ]
[-0x1.999999999999ap-4   ,+0x1.4cccccccccccdp+0   ]
[-0x1.999999999999ap-4   ,+0x1.4cccccccccccdp+0   ]
[+0x1.999999999999ap-4   ,+0x1.4cccccccccccdp+0   ]
[+0x1.999999999999ap-4   ,+0x1.4cccccccccccdp+0   ]
